QID,Question_Text,Source_Sheet
AR_GOV_17,Does your organization comply with FISMA requirements for securing government AI systems including annual security assessments and continuous monitoring?,Industry Questions
AR_GOV_18,"Are AI systems used in government benefits programs (Social Security, Medicare, VA) tested to ensure they do not create disparate impact against protected classes?",Industry Questions
AR_GOV_19,Does your organization implement data minimization principles for government AI limiting collection and retention to information necessary for authorized purposes?,Industry Questions
AR_GOV_20,Are third-party contractors providing AI services to government agencies subject to Federal Acquisition Regulation (FAR) cybersecurity and ethical AI clauses?,Industry Questions
AR_LEG_01,Does your organization comply with ABA Model Rule 1.1 (competence) requiring lawyers to understand AI tools sufficiently to ensure quality legal services and avoid malpractice risks?,Industry Questions
AR_LEG_02,Are AI-assisted legal research tools configured to prevent attorney-client privileged information from being transmitted to external model providers or used in model training?,Industry Questions
AR_LEG_03,Do you maintain audit trails of all AI-generated work product with clear attribution enabling professional responsibility review and ethical compliance verification?,Industry Questions
AR_LEG_04,"Are lawyers required to independently verify all AI-generated legal analysis, case citations, and statutory references before relying on them in client representation?",Industry Questions
AR_LEG_05,Does your firm have documented policies addressing conflicts of interest when using AI systems that aggregate data across multiple clients or matters?,Industry Questions
AR_LEG_06,"Are AI-generated billing descriptions, time entries, or expense allocations subject to attorney review to ensure accuracy and compliance with client billing agreements?",Industry Questions
AR_LEG_07,Does your organization comply with state bar ethics opinions requiring disclosure to clients when AI tools are used in legal service delivery?,Industry Questions
AR_LEG_08,"Are AI contract review and analysis systems tested for bias to ensure consistent treatment regardless of counterparty size, industry, or negotiating position?",Industry Questions
AR_LEG_09,Do you maintain professional liability insurance that explicitly covers AI-related malpractice claims including hallucinated case law or incorrect legal advice?,Industry Questions
AR_LEG_10,Are AI-assisted e-discovery tools subject to quality control procedures ensuring completeness and accuracy of document production to avoid sanctions or adverse inferences?,Industry Questions
AR_LEG_11,"Does your accounting firm comply with PCAOB auditing standards when using AI for financial statement audits, ensuring appropriate professional skepticism and audit evidence evaluation?",Industry Questions
AR_LEG_12,Are AI systems used in tax preparation or tax planning advice subject to IRS Circular 230 compliance and preparer due diligence requirements?,Industry Questions
AR_LEG_13,Do you maintain detailed provenance records of training data used in legal AI systems to address potential challenges regarding data sourcing or copyright infringement?,Industry Questions
AR_LEG_14,"Are AI-generated legal documents and contracts subject to hallucination detection controls to prevent fabricated case citations, statutes, or regulatory references?",Industry Questions
AR_LEG_15,Does your firm have documented procedures for withdrawing from representation if AI tool failures create unresolvable conflicts or compromise client interests?,Industry Questions
AR_LEG_16,Are third-party legal AI vendors contractually prohibited from using your client data for model training or cross-client analytics without explicit informed consent?,Industry Questions
AR_LEG_17,"Do you conduct regular competency assessments ensuring legal professionals understand AI tool limitations, hallucination risks, and appropriate verification requirements?",Industry Questions
AR_LEG_18,Are AI-assisted due diligence tools used in M&A transactions tested for completeness to avoid missing material liabilities or contractual obligations?,Industry Questions
AR_LEG_19,Does your organization maintain cybersecurity controls preventing unauthorized access to AI systems containing confidential client information or work product?,Industry Questions
AR_LEG_20,Are AI predictions or recommendations affecting legal strategy decisions documented with clear disclaimers about probabilistic nature and requirement for independent professional judgment?,Industry Questions
AR_TRN_01,"Does your organization comply with TSA cybersecurity requirements when deploying AI in aviation security screening, threat detection, or passenger risk assessment systems?",Industry Questions
