QID,Option_Order,Answer_Option
AR_LEG_10,2,Partial - Basic e-discovery controls
AR_LEG_10,3,No - No quality controls
AR_LEG_10,4,Not Applicable
AR_LEG_11,1,Yes - PCAOB auditing standards compliance
AR_LEG_11,2,Partial - Working toward compliance
AR_LEG_11,3,No - Not compliant with PCAOB
AR_LEG_11,4,Not Applicable
AR_LEG_12,1,Yes - Circular 230 compliance enforced
AR_LEG_12,2,Partial - Some tax compliance controls
AR_LEG_12,3,No - No Circular 230 compliance
AR_LEG_12,4,Not Applicable
AR_LEG_13,1,Yes - Fully implemented and operational
AR_LEG_13,2,Partial - Partially implemented
AR_LEG_13,3,No - Not implemented
AR_LEG_13,4,Not Applicable
AR_LEG_14,1,Yes - All citations independently verified
AR_LEG_14,2,Partial - Some verification processes
AR_LEG_14,3,No - No verification required
AR_LEG_14,4,Not Applicable
AR_LEG_15,1,Yes - Incident procedures documented and tested
AR_LEG_15,2,Partial - Basic incident procedures
AR_LEG_15,3,No - No incident procedures
AR_LEG_15,4,Not Applicable
AR_LEG_16,1,Yes - Vendor requirements contractually enforced
AR_LEG_16,2,Partial - Some vendor controls
AR_LEG_16,3,No - No vendor requirements
AR_LEG_16,4,Not Applicable
AR_LEG_17,1,Yes - All citations independently verified
AR_LEG_17,2,Partial - Some verification processes
AR_LEG_17,3,No - No verification required
AR_LEG_17,4,Not Applicable
AR_LEG_18,1,Yes - Independent validation completed
AR_LEG_18,2,Partial - Some validation performed
AR_LEG_18,3,No - No validation
AR_LEG_18,4,Not Applicable
AR_LEG_19,1,Yes - Fully implemented and operational
AR_LEG_19,2,Partial - Partially implemented
AR_LEG_19,3,No - Not implemented
AR_LEG_19,4,Not Applicable
AR_LEG_20,1,Yes - Fully implemented and operational
AR_LEG_20,2,Partial - Partially implemented
AR_LEG_20,3,No - Not implemented
AR_LEG_20,4,Not Applicable
AR_TRN_01,1,Yes - Full TSA cybersecurity compliance
AR_TRN_01,2,Partial - Working toward TSA compliance
AR_TRN_01,3,No - Not compliant with TSA
AR_TRN_01,4,Not Applicable
AR_TRN_02,1,Yes - SAE level classification validated
AR_TRN_02,2,Partial - Classification in progress
AR_TRN_02,3,No - No SAE classification
AR_TRN_02,4,Not Applicable
AR_TRN_03,1,Yes - FAA certification requirements met
AR_TRN_03,2,Partial - Working toward FAA certification
AR_TRN_03,3,No - No FAA compliance
AR_TRN_03,4,Not Applicable
AR_TRN_04,1,Yes - Independent validation completed
AR_TRN_04,2,Partial - Some validation performed
AR_TRN_04,3,No - No validation
AR_TRN_04,4,Not Applicable
AR_TRN_05,1,Yes - DOT human control maintained
AR_TRN_05,2,Partial - Some human oversight
AR_TRN_05,3,No - No human control requirements
AR_TRN_05,4,Not Applicable
AR_TRN_06,1,Yes - Bias testing shows no discrimination
AR_TRN_06,2,Partial - Some bias controls
AR_TRN_06,3,No - No bias testing
AR_TRN_06,4,Not Applicable
AR_TRN_07,1,Yes - Incident procedures documented and tested
AR_TRN_07,2,Partial - Basic incident procedures
AR_TRN_07,3,No - No incident procedures
AR_TRN_07,4,Not Applicable
AR_TRN_08,1,Yes - Privacy controls fully implemented
AR_TRN_08,2,Partial - Some privacy measures
AR_TRN_08,3,No - No privacy controls
AR_TRN_08,4,Not Applicable
AR_TRN_09,1,Yes - Fully implemented and operational
AR_TRN_09,2,Partial - Partially implemented
AR_TRN_09,3,No - Not implemented
AR_TRN_09,4,Not Applicable
AR_TRN_10,1,Yes - Independent validation completed
AR_TRN_10,2,Partial - Some validation performed
AR_TRN_10,3,No - No validation
AR_TRN_10,4,Not Applicable
AR_TRN_11,1,Yes - Fully implemented and operational
AR_TRN_11,2,Partial - Partially implemented
AR_TRN_11,3,No - Not implemented
AR_TRN_11,4,Not Applicable
AR_TRN_12,1,Low (0-33%)
AR_TRN_12,2,Moderate (34-66%)
AR_TRN_12,3,High (67-100%)
AR_TRN_12,4,Not Applicable
AR_TRN_13,1,Yes - Incident procedures documented and tested
AR_TRN_13,2,Partial - Basic incident procedures
AR_TRN_13,3,No - No incident procedures
AR_TRN_13,4,Not Applicable
AR_TRN_14,1,Yes - DOT PHMSA compliance enforced
AR_TRN_14,2,Partial - Some PHMSA controls
AR_TRN_14,3,No - Not compliant with PHMSA
AR_TRN_14,4,Not Applicable
AR_TRN_15,1,Yes - Fully implemented and operational
AR_TRN_15,2,Partial - Partially implemented
AR_TRN_15,3,No - Not implemented
AR_TRN_15,4,Not Applicable
AR_TRN_16,1,Yes - Vendor requirements contractually enforced
AR_TRN_16,2,Partial - Some vendor controls
AR_TRN_16,3,No - No vendor requirements
AR_TRN_16,4,Not Applicable
AR_TRN_17,1,Yes - Incident procedures documented and tested
AR_TRN_17,2,Partial - Basic incident procedures
AR_TRN_17,3,No - No incident procedures
AR_TRN_17,4,Not Applicable
AR_TRN_18,1,Yes - Bias testing shows no discrimination
AR_TRN_18,2,Partial - Some bias controls
AR_TRN_18,3,No - No bias testing
AR_TRN_18,4,Not Applicable
AR_TRN_19,1,Low (0-33%)
AR_TRN_19,2,Moderate (34-66%)
AR_TRN_19,3,High (67-100%)
AR_TRN_19,4,Not Applicable
AR_TRN_20,1,Yes - HOS regulations compliance verified
AR_TRN_20,2,Partial - Some HOS monitoring
AR_TRN_20,3,No - No HOS compliance checks
AR_TRN_20,4,Not Applicable
AR_UTL_01,1,Yes - Full NERC CIP-013 compliance
AR_UTL_01,2,Partial - Working toward CIP-013 compliance
AR_UTL_01,3,No - Not compliant with CIP-013
AR_UTL_01,4,Not Applicable
AR_UTL_02,1,Low (0-33%)
AR_UTL_02,2,Moderate (34-66%)
AR_UTL_02,3,High (67-100%)
AR_UTL_02,4,Not Applicable
AR_UTL_03,1,Yes - Fully implemented and operational
AR_UTL_03,2,Partial - Partially implemented
AR_UTL_03,3,No - Not implemented
AR_UTL_03,4,Not Applicable
AR_UTL_04,1,Yes - Fully implemented and operational
AR_UTL_04,2,Partial - Partially implemented
AR_UTL_04,3,No - Not implemented
AR_UTL_04,4,Not Applicable
AR_UTL_05,1,Yes - Fully implemented and operational
AR_UTL_05,2,Partial - Partially implemented
AR_UTL_05,3,No - Not implemented
AR_UTL_05,4,Not Applicable
AR_UTL_06,1,Yes - NIST 800-82 controls implemented
AR_UTL_06,2,Partial - Some ICS security controls
AR_UTL_06,3,No - No ICS security controls
AR_UTL_06,4,Not Applicable
AR_UTL_07,1,Yes - Incident procedures documented and tested
AR_UTL_07,2,Partial - Basic incident procedures
AR_UTL_07,3,No - No incident procedures
AR_UTL_07,4,Not Applicable
AR_UTL_08,1,Yes - FERC market manipulation controls
AR_UTL_08,2,Partial - Basic market controls
AR_UTL_08,3,No - No FERC controls
AR_UTL_08,4,Not Applicable
AR_UTL_09,1,Yes - Incident procedures documented and tested
AR_UTL_09,2,Partial - Basic incident procedures
AR_UTL_09,3,No - No incident procedures
AR_UTL_09,4,Not Applicable
AR_UTL_10,1,Low (0-33%)
AR_UTL_10,2,Moderate (34-66%)
AR_UTL_10,3,High (67-100%)
AR_UTL_10,4,Not Applicable
AR_UTL_11,1,Low (0-33%)
AR_UTL_11,2,Moderate (34-66%)
AR_UTL_11,3,High (67-100%)
AR_UTL_11,4,Not Applicable
AR_UTL_12,1,Yes - EPA Safe Drinking Water Act compliance
AR_UTL_12,2,Partial - Some EPA controls
AR_UTL_12,3,No - No EPA compliance
AR_UTL_12,4,Not Applicable
AR_UTL_13,1,Yes - Fully implemented and operational
AR_UTL_13,2,Partial - Partially implemented
AR_UTL_13,3,No - Not implemented
AR_UTL_13,4,Not Applicable
AR_UTL_14,1,Low (0-33%)
AR_UTL_14,2,Moderate (34-66%)
AR_UTL_14,3,High (67-100%)
AR_UTL_14,4,Not Applicable
AR_UTL_15,1,Yes - Bias testing shows no discrimination
AR_UTL_15,2,Partial - Some bias controls
AR_UTL_15,3,No - No bias testing
AR_UTL_15,4,Not Applicable
AR_UTL_16,1,Low (0-33%)
AR_UTL_16,2,Moderate (34-66%)
AR_UTL_16,3,High (67-100%)
AR_UTL_16,4,Not Applicable
AR_UTL_17,1,Yes - Incident procedures documented and tested
AR_UTL_17,2,Partial - Basic incident procedures
AR_UTL_17,3,No - No incident procedures
AR_UTL_17,4,Not Applicable
AR_UTL_18,1,Yes - Privacy controls fully implemented
AR_UTL_18,2,Partial - Some privacy measures
AR_UTL_18,3,No - No privacy controls
AR_UTL_18,4,Not Applicable
AR_UTL_19,1,Yes - Fully implemented and operational
AR_UTL_19,2,Partial - Partially implemented
AR_UTL_19,3,No - Not implemented
AR_UTL_19,4,Not Applicable
AR_UTL_20,1,Yes - Climate-aware drift monitoring
AR_UTL_20,2,Partial - Basic drift monitoring
AR_UTL_20,3,No - No drift monitoring
AR_UTL_20,4,Not Applicable
AR_US_FED_01,1,Yes - Four-fifths rule testing completed showing no disparate impact
AR_US_FED_01,2,Partial - Some bias testing but gaps in Title VII compliance analysis
AR_US_FED_01,3,No - No Title VII disparate impact testing conducted
AR_US_FED_01,4,Not Applicable
AR_US_FED_02,1,Yes - ECOA disparate impact testing completed with compliant adverse action notices
AR_US_FED_02,2,Partial - Some fair lending controls but gaps in ECOA compliance
AR_US_FED_02,3,No - No ECOA compliance testing for AI lending systems
AR_US_FED_02,4,Not Applicable
AR_US_FED_03,1,Yes - FCRA compliance demonstrated with dispute resolution and notices
AR_US_FED_03,2,Partial - Some consumer reporting controls but FCRA gaps
AR_US_FED_03,3,No - No FCRA compliance for AI screening systems
AR_US_FED_03,4,Not Applicable
AR_US_FED_04,1,Yes - AI systems designed to prevent unfair/deceptive practices per FTC guidance
AR_US_FED_04,2,Partial - Some consumer protection controls but potential Section 5 gaps
AR_US_FED_04,3,No - No FTC Act Section 5 compliance assessment for AI
AR_US_FED_04,4,Not Applicable
AR_US_FED_05,1,Yes - HIPAA Privacy Rule compliance documented for AI PHI processing
AR_US_FED_05,2,Partial - Some HIPAA controls but gaps in AI vendor agreements
AR_US_FED_05,3,No - No HIPAA Privacy Rule compliance for AI systems
AR_US_FED_05,4,Not Applicable
AR_US_FED_06,1,Yes - ADA compliance demonstrated including accessibility and accommodations
AR_US_FED_06,2,Partial - Some disability considerations but ADA compliance gaps
AR_US_FED_06,3,No - No ADA compliance assessment for AI systems
AR_US_FED_06,4,Not Applicable
AR_US_FED_07,1,Yes - ADEA disparate impact testing completed for workers 40+
AR_US_FED_07,2,Partial - Some age bias testing but incomplete ADEA analysis
AR_US_FED_07,3,No - No ADEA age discrimination testing for AI employment systems
AR_US_FED_07,4,Not Applicable
AR_US_FED_08,1,Yes - FHA disparate impact testing completed for housing AI systems
AR_US_FED_08,2,Partial - Some fair housing controls but testing gaps
AR_US_FED_08,3,No - No Fair Housing Act compliance testing for AI
AR_US_FED_08,4,Not Applicable
AR_US_FED_09,1,Yes - HIPAA Security Rule safeguards implemented for AI ePHI systems
AR_US_FED_09,2,Partial - Some security controls but HIPAA Security gaps
AR_US_FED_09,3,No - No HIPAA Security Rule compliance for AI systems
AR_US_FED_09,4,Not Applicable
AR_US_FED_10,1,Yes - FDA SaMD regulatory requirements met with valid marketing authorization
AR_US_FED_10,2,Partial - Some medical device controls but FDA compliance gaps
AR_US_FED_10,3,No - No FDA compliance for AI medical device systems
AR_US_FED_10,4,Not Applicable
AR_TX_01,1,Yes - TDPSA consumer rights fully implemented for AI systems
AR_TX_01,2,Partial - Some privacy controls but TDPSA compliance gaps
AR_TX_01,3,No - No Texas TDPSA compliance program
AR_TX_01,4,Not Applicable
AR_TX_02,1,Yes - TDPSA consent obtained before sensitive data processing in AI
AR_TX_02,2,Partial - Some consent mechanisms but TDPSA gaps
AR_TX_02,3,No - No TDPSA sensitive data consent for AI
AR_TX_02,4,Not Applicable
AR_TX_03,1,Yes - Texas biometric consent obtained with retention schedules disclosed
AR_TX_03,2,Partial - Some biometric controls but consent gaps
AR_TX_03,3,No - No Texas Biometric Identifier Act compliance
AR_TX_03,4,Not Applicable
AR_TX_04,1,Yes - TDPSA data protection assessments completed for high-risk AI
AR_TX_04,2,Partial - Some privacy assessments but not comprehensive TDPSA compliance
AR_TX_04,3,No - No data protection assessments for Texas AI systems
AR_TX_04,4,Not Applicable
AR_ON_PHIPA_01,1,Yes - PHIPA requirements fully met for AI health information processing
AR_ON_PHIPA_01,2,Partial - Some health privacy controls but PHIPA gaps
AR_ON_PHIPA_01,3,No - No PHIPA compliance for AI health systems
AR_ON_PHIPA_01,4,Not Applicable
AR_ON_PHIPA_02,1,Yes - PHIPA access rights implemented for AI health information
AR_ON_PHIPA_02,2,Partial - Some access procedures but incomplete PHIPA compliance
AR_ON_PHIPA_02,3,No - No PHIPA access rights for AI health data
AR_ON_PHIPA_02,4,Not Applicable
AR_ON_PHIPA_03,1,Yes - PHIPA agent agreements executed with AI health vendors
AR_ON_PHIPA_03,2,Partial - Some vendor contracts but PHIPA compliance gaps
AR_ON_PHIPA_03,3,No - No PHIPA-compliant agent agreements for AI vendors
AR_ON_PHIPA_03,4,Not Applicable
AR_QC_FRENCH_01,1,Yes - French language AI services provided with equivalent quality
AR_QC_FRENCH_01,2,Partial - French available but quality gaps versus English
AR_QC_FRENCH_01,3,No - No French language compliance for Quebec AI services
AR_QC_FRENCH_01,4,Not Applicable
AR_QC_FRENCH_02,1,Yes - French training data ensures equivalent AI performance
AR_QC_FRENCH_02,2,Partial - Some French data but performance gaps documented
AR_QC_FRENCH_02,3,No - No French language equivalence validation for AI models
AR_QC_FRENCH_02,4,Not Applicable
AR_NY_DFS_01,1,Yes - DFS cybersecurity requirements met for AI systems with annual assessment
AR_NY_DFS_01,2,Partial - Some security controls but DFS AI-specific gaps
AR_NY_DFS_01,3,No - No DFS Cybersecurity Regulation compliance for AI
AR_NY_DFS_01,4,Not Applicable
AR_NY_DFS_02,1,Yes - DFS third-party requirements met for AI vendor oversight
AR_NY_DFS_02,2,Partial - Some vendor controls but DFS due diligence gaps
AR_NY_DFS_02,3,No - No DFS vendor risk assessment for AI service providers
AR_NY_DFS_02,4,Not Applicable
AR_EU_DSA_01,1,Yes - DSA Article 27 compliant with non-profiled option and parameter transparency
AR_EU_DSA_01,2,Partial - Some transparency but gaps in parameter disclosure quality
AR_EU_DSA_01,3,No - No DSA recommendation transparency compliance
AR_EU_DSA_01,4,Not Applicable
AR_EU_DSA_02,1,Yes - DSA VLOP systemic risk assessments completed annually with mitigation
AR_EU_DSA_02,2,Partial - Some risk evaluation but incomplete DSA assessment
AR_EU_DSA_02,3,No - No DSA systemic risk assessment for algorithmic systems
AR_EU_DSA_02,4,Not Applicable
AR_EU_DSA_03,1,Yes - DSA Article 26 advertising transparency fully implemented
AR_EU_DSA_03,2,Partial - Some ad labeling but parameter disclosure gaps
AR_EU_DSA_03,3,No - No DSA advertising transparency for targeted ads
AR_EU_DSA_03,4,Not Applicable
AR_EU_MDR_01,1,Yes - EU MDR medical device requirements met with valid CE marking
AR_EU_MDR_01,2,Partial - Some device controls but MDR conformity gaps
AR_EU_MDR_01,3,No - No EU Medical Device Regulation compliance for AI
AR_EU_MDR_01,4,Not Applicable
AR_EU_MDR_02,1,Yes - MDR quality management system implemented for AI medical devices
AR_EU_MDR_02,2,Partial - Some quality controls but MDR system gaps
AR_EU_MDR_02,3,No - No MDR quality management for AI medical devices
AR_EU_MDR_02,4,Not Applicable
AR_EU_MIFID_01,1,Yes - MiFID II algorithmic trading requirements met with authority notification
AR_EU_MIFID_01,2,Partial - Some trading controls but MiFID II compliance gaps
AR_EU_MIFID_01,3,No - No MiFID II compliance for AI trading algorithms
AR_EU_MIFID_01,4,Not Applicable
AR_EU_DATA_ACT_01,1,Yes - Data Act user access and portability rights implemented
AR_EU_DATA_ACT_01,2,Partial - Some data access but portability gaps
AR_EU_DATA_ACT_01,3,No - No EU Data Act compliance for AI systems
AR_EU_DATA_ACT_01,4,Not Applicable
AR_EU_ACCESSIBILITY_01,1,Yes - European Accessibility Act requirements met for AI systems
AR_EU_ACCESSIBILITY_01,2,Partial - Some accessibility features but EAA compliance gaps
AR_EU_ACCESSIBILITY_01,3,No - No accessibility compliance for AI products/services
AR_EU_ACCESSIBILITY_01,4,Not Applicable
AR_CA_FED_OSFI_01,1,Yes - OSFI Guideline E-23 model risk management implemented for AI
AR_CA_FED_OSFI_01,2,Partial - Some model controls but OSFI framework gaps
AR_CA_FED_OSFI_01,3,No - No OSFI model risk management for AI systems
AR_CA_FED_OSFI_01,4,Not Applicable
AR_CA_FED_ACCESSIBILITY_01,1,Yes - Accessible Canada Act requirements met for AI systems
AR_CA_FED_ACCESSIBILITY_01,2,Partial - Some accessibility features but barrier assessment gaps
AR_CA_FED_ACCESSIBILITY_01,3,No - No accessibility compliance for AI interfaces
AR_CA_FED_ACCESSIBILITY_01,4,Not Applicable
AR_CA_FED_EMPLOYMENT_01,1,Yes - Employment Equity Act compliance demonstrated for AI employment systems
AR_CA_FED_EMPLOYMENT_01,2,Partial - Some equity controls but designated group impact gaps
AR_CA_FED_EMPLOYMENT_01,3,No - No Employment Equity Act compliance for AI recruitment/promotion
AR_CA_FED_EMPLOYMENT_01,4,Not Applicable
AR_CA_ST_FEHA_01,1,Yes - FEHA disparate impact testing completed for all protected classes
AR_CA_ST_FEHA_01,2,Partial - Some discrimination testing but incomplete FEHA coverage
AR_CA_ST_FEHA_01,3,No - No California FEHA compliance testing for AI employment
AR_CA_ST_FEHA_01,4,Not Applicable
AR_CA_ST_AB2013_01,1,Yes - AB 2013 quota disclosure and break protection requirements met
