QID,Question_Group
AR_TRN_05,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_TRN_06,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_TRN_07,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_TRN_08,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_TRN_09,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_TRN_10,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_TRN_11,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_TRN_12,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_TRN_13,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_TRN_14,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_TRN_15,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_TRN_16,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_TRN_17,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_TRN_18,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_TRN_19,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_TRN_20,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_UTL_01,"Question Group 001: Governing Third-Party Risk Management (TPRM) for AI vendors, including concentration thresholds, contractual SLAs, sub-processor mapping, and exit strategies."
AR_UTL_02,"Question Group 014: Executing structurally independent, cross-functional validation, formal challenge, and pre-deployment stress-testing of AI models."
AR_UTL_03,"Question Group 043: Executing foundational enterprise network security, traffic management (DDoS), comprehensive visibility (IDS/IPS, flow logging), and securing external/hybrid connectivity (Mutual TLS, VPN, SD-WAN)."
AR_UTL_04,"Question Group 004: Designing technical safeguards, advisory-gating, human override protocols (HOVER), and fail-safe architectures for high-stakes actions (e.g., financial controls, legal drafting)."
AR_UTL_05,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_UTL_06,"Question Group 028: Hardening AI infrastructure, APIs, Identity and Access Management (IAM), and container orchestrations using Infrastructure-as-Code (IaC), secret management, and zero-day patching."
AR_UTL_07,"Question Group 022: Executing AI software incident playbooks, severity escalations, and mandatory regulatory reporting."
AR_UTL_08,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_UTL_09,"Question Group 002: Provisioning and monitoring AI compute infrastructure to enforce SLA latency, ESG sustainability, FinOps limits, and BCDR resilience."
AR_UTL_10,"Question Group 017: Conducting red-teaming, adversarial stress-testing (RAG poisoning, model inversion/privacy attacks), and data poisoning defense."
AR_UTL_11,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_UTL_12,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_UTL_13,"Question Group 008: Governing the master AI system inventory, compliance records, version histories, and regulated record retention."
AR_UTL_14,"Question Group 051: Auditing enterprise datasets to identify representational bias, prevent data leakage, and mitigate recursive model collapse."
AR_UTL_15,"Question Group 025: Defining, integrating, and measuring core Responsible AI (RAI) principles, establishing ethical use frameworks, and tracking quantitative indicators across enterprise operations."
AR_UTL_16,"Question Group 001: Governing Third-Party Risk Management (TPRM) for AI vendors, including concentration thresholds, contractual SLAs, sub-processor mapping, and exit strategies."
AR_UTL_17,"Question Group 002: Provisioning and monitoring AI compute infrastructure to enforce SLA latency, ESG sustainability, FinOps limits, and BCDR resilience."
AR_UTL_18,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_UTL_19,"Question Group 007: Architecting secure MLOps pipelines, enforcing automated lifecycle stage-gates, and executing rigorous IT change management and release validation protocols."
AR_UTL_20,"Question Group 015: Configuring continuous live monitoring for model drift, concept drift, reasoning drift, and automated business-logic anomalies (pricing, margin erosion)."
